,char, race, charclass, level,min_date,max_date
480,1133,Undead,Mage,70,2008-02-10,2008-10-22
481,1138,Undead,Warlock,60,2008-07-08,2008-12-13
482,1144,Tauren,Shaman,80,2008-03-16,2008-12-31
483,1148,Troll,Rogue,80,2008-01-01,2008-12-31
484,1151,Undead,Warlock,31,2008-06-01,2008-11-21
485,1152,Undead,Priest,64,2008-06-07,2008-08-31
486,1154,Orc,Hunter,68,2008-01-04,2008-04-27
487,1156,Troll,Rogue,70,2008-03-22,2008-10-26
488,1159,Undead,Rogue,60,2008-02-10,2008-10-27
489,1161,Tauren,Shaman,80,2008-01-01,2008-12-31
490,1162,Troll,Priest,71,2008-01-02,2008-12-31
491,1163,Troll,Rogue,60,2008-07-04,2008-12-09
492,1165,Tauren,Druid,11,2008-01-29,2008-12-05
493,1169,Tauren,Warrior,70,2008-01-01,2008-11-06
494,1170,Tauren,Druid,80,2008-01-04,2008-12-31
495,1172,Troll,Rogue,15,2008-12-27,2008-12-27
496,1173,Troll,Priest,70,2008-01-01,2008-12-28
497,1175,Undead,Warlock,60,2008-01-21,2008-01-21
498,1177,Undead,Mage,73,2008-01-01,2008-12-31
499,1180,Tauren,Shaman,40,2008-06-18,2008-06-18
500,1182,Troll,Priest,27,2008-12-15,2008-12-29
501,1189,Undead,Warlock,70,2008-01-02,2008-11-17
502,1191,Orc,Warrior,63,2008-05-25,2008-09-08
503,1194,Tauren,Druid,70,2008-01-01,2008-12-06
504,1195,Tauren,Shaman,71,2008-01-01,2008-11-30
505,1199,Troll,Shaman,6,2008-01-12,2008-12-31
506,1205,Troll,Hunter,45,2008-01-23,2008-05-11
507,1212,Troll,Rogue,15,2008-02-28,2008-12-05
508,1214,Troll,Priest,70,2008-01-13,2008-11-29
509,1217,Orc,Warrior,75,2008-01-05,2008-12-30
510,1219,Tauren,Warrior,60,2008-02-03,2008-12-22
511,1222,Undead,Warrior,80,2008-01-03,2008-12-31
512,1223,Undead,Rogue,60,2008-01-04,2008-01-04
513,1227,Undead,Warrior,70,2008-01-26,2008-12-01
514,1229,Undead,Mage,80,2008-01-01,2008-12-31
515,1230,Undead,Mage,60,2008-02-25,2008-02-25
516,1231,Undead,Priest,70,2008-01-01,2008-11-08
517,1243,Troll,Mage,70,2008-01-01,2008-10-23
518,1244,Troll,Hunter,75,2008-02-21,2008-12-25
519,1245,Undead,Warlock,70,2008-01-06,2008-10-25
520,1246,Undead,Mage,70,2008-01-01,2008-12-04
521,1248,Blood Elf,Paladin,1,2008-05-22,2008-05-22
522,1250,Orc,Hunter,60,2008-09-16,2008-09-16
523,1261,Undead,Mage,70,2008-01-01,2008-10-05
524,1262,Orc,Warrior,4,2008-01-06,2008-08-31
525,1266,Tauren,Hunter,61,2008-02-27,2008-06-30
526,1268,Undead,Warlock,48,2008-06-23,2008-07-06
527,1271,Undead,Warlock,70,2008-01-01,2008-07-09
528,1272,Orc,Hunter,3,2008-01-15,2008-12-31
529,1274,Tauren,Warrior,70,2008-01-01,2008-11-01
530,1277,Troll,Hunter,70,2008-01-10,2008-12-30
531,1279,Undead,Mage,36,2008-02-14,2008-02-14
532,1286,Undead,Warrior,70,2008-01-05,2008-11-30
533,1293,Troll,Priest,21,2008-07-13,2008-09-15
534,1297,Undead,Priest,63,2008-01-12,2008-12-07
535,1299,Tauren,Shaman,60,2008-12-26,2008-12-26
536,1300,Troll,Mage,72,2008-01-02,2008-12-31
537,1307,Tauren,Shaman,70,2008-01-12,2008-11-24
538,1308,Orc,Warrior,6,2008-06-12,2008-09-03
539,1309,Troll,Shaman,70,2008-08-01,2008-10-17
540,1311,Undead,Warlock,70,2008-08-09,2008-08-15
541,1313,Orc,Shaman,70,2008-01-01,2008-01-22
542,1315,Orc,Warrior,64,2008-07-24,2008-12-03
543,1316,Tauren,Warrior,70,2008-01-01,2008-06-30
544,1319,Troll,Hunter,70,2008-03-05,2008-04-28
545,1321,Tauren,Druid,80,2008-01-01,2008-12-31
546,1322,Undead,Warrior,61,2008-10-24,2008-10-24
547,1323,Orc,Shaman,1,2008-08-10,2008-10-17
548,1334,Undead,Warlock,70,2008-01-03,2008-06-28
549,1336,Tauren,Hunter,70,2008-01-01,2008-12-18
550,1342,Troll,Shaman,71,2008-01-01,2008-12-28
551,1345,Undead,Warlock,64,2008-10-19,2008-11-18
552,1349,Tauren,Druid,78,2008-10-26,2008-12-31
553,1353,Blood Elf,Hunter,70,2008-01-07,2008-12-17
554,1355,Undead,Warrior,7,2008-03-02,2008-03-02
555,1359,Tauren,Shaman,1,2008-03-30,2008-03-30
556,1360,Tauren,Shaman,35,2008-02-23,2008-02-23
557,1365,Undead,Mage,51,2008-07-04,2008-12-22
558,1368,Orc,Hunter,70,2008-01-01,2008-12-19
559,1369,Orc,Hunter,77,2008-06-25,2008-12-31
560,1371,Tauren,Warrior,64,2008-02-16,2008-02-16
561,1372,Tauren,Warrior,60,2008-03-14,2008-11-11
562,1375,Undead,Warlock,9,2008-04-29,2008-08-30
563,1378,Undead,Warlock,60,2008-02-19,2008-12-29
564,1379,Orc,Hunter,77,2008-01-01,2008-12-31
565,1381,Undead,Mage,9,2008-07-19,2008-07-19
566,1383,Undead,Warrior,70,2008-01-01,2008-10-28
567,1384,Undead,Warlock,80,2008-01-30,2008-12-31
568,1385,Orc,Warlock,35,2008-04-18,2008-08-17
569,1386,Troll,Shaman,80,2008-01-01,2008-12-31
570,1389,Tauren,Warrior,70,2008-01-02,2008-09-26
571,1390,Tauren,Druid,70,2008-01-03,2008-12-18
572,1391,Troll,Priest,60,2008-11-22,2008-11-22
573,1395,Tauren,Druid,70,2008-01-01,2008-10-08
574,1397,Tauren,Warrior,5,2008-12-06,2008-12-06
575,1398,Tauren,Druid,25,2008-03-31,2008-08-11
576,1400,Troll,Hunter,13,2008-03-22,2008-04-12
577,1401,Undead,Priest,32,2008-01-28,2008-12-07
578,1402,Undead,Warlock,66,2008-02-24,2008-02-24
579,1403,Undead,Warlock,40,2008-01-14,2008-02-27
580,1405,Undead,Warlock,55,2008-01-11,2008-08-07
581,1409,Orc,Warrior,70,2008-01-06,2008-12-22
582,1410,Tauren,Druid,70,2008-02-01,2008-09-20
583,1414,Tauren,Warrior,80,2008-01-03,2008-12-31
584,1415,Tauren,Shaman,75,2008-01-01,2008-12-31
585,1418,Tauren,Shaman,61,2008-06-26,2008-10-26
586,1419,Tauren,Druid,64,2008-04-16,2008-12-01
587,1423,Undead,Rogue,70,2008-02-25,2008-11-29
588,1426,Orc,Warrior,37,2008-01-04,2008-12-06
589,1429,Troll,Mage,67,2008-01-05,2008-12-20
590,1431,Undead,Priest,80,2008-09-21,2008-12-31
591,1433,Orc,Warrior,5,2008-05-20,2008-07-09
592,1436,Tauren,Hunter,60,2008-10-27,2008-10-27
593,1438,Troll,Mage,1,2008-07-16,2008-10-25
594,1441,Undead,Warlock,42,2008-02-04,2008-10-17
595,1443,Troll,Priest,70,2008-01-02,2008-12-22
596,1448,Blood Elf,Warlock,3,2008-06-09,2008-10-05
597,1449,Undead,Warrior,80,2008-01-01,2008-12-31
598,1450,Undead,Warlock,80,2008-01-01,2008-12-31
599,1451,Orc,Warrior,28,2008-09-06,2008-09-06
600,1456,Undead,Priest,12,2008-01-16,2008-08-24
601,1457,Undead,Mage,70,2008-01-02,2008-11-23
602,1458,Undead,Warrior,70,2008-03-06,2008-07-23
603,1459,Tauren,Druid,80,2008-01-01,2008-12-31
604,1470,Orc,Hunter,71,2008-01-04,2008-11-30
605,1481,Undead,Priest,77,2008-01-01,2008-12-31
606,1484,Troll,Rogue,70,2008-01-01,2008-12-28
607,1485,Orc,Warlock,7,2008-12-29,2008-12-30
608,1489,Tauren,Druid,80,2008-01-02,2008-12-29
609,1491,Tauren,Warrior,80,2008-01-01,2008-12-30
610,1493,Troll,Mage,64,2008-01-01,2008-12-31
611,1497,Undead,Priest,77,2008-01-02,2008-12-31
612,1498,Undead,Priest,66,2008-01-12,2008-12-27
613,1501,Orc,Warrior,66,2008-01-01,2008-12-21
614,1504,Tauren,Hunter,70,2008-03-31,2008-09-14
615,1505,Troll,Warrior,62,2008-01-01,2008-09-27
616,1507,Tauren,Shaman,70,2008-01-06,2008-11-10
617,1513,Undead,Priest,70,2008-01-11,2008-11-05
618,1514,Undead,Mage,42,2008-01-03,2008-12-26
619,1524,Troll,Hunter,70,2008-02-23,2008-12-28
620,1530,Tauren,Shaman,68,2008-01-02,2008-10-06
621,1533,Tauren,Warrior,78,2008-01-01,2008-12-30
622,1535,Undead,Priest,71,2008-01-01,2008-12-06
623,1540,Tauren,Druid,70,2008-01-05,2008-11-13
624,1544,Undead,Rogue,63,2008-02-28,2008-02-28
625,1549,Tauren,Warrior,42,2008-02-01,2008-04-01
626,1551,Troll,Mage,71,2008-01-26,2008-12-29
627,1552,Troll,Mage,70,2008-01-04,2008-05-06
628,1553,Undead,Warlock,48,2008-09-22,2008-12-25
629,1554,Undead,Priest,70,2008-01-01,2008-10-09
630,1555,Undead,Mage,70,2008-04-13,2008-12-03
631,1563,Undead,Mage,70,2008-01-23,2008-11-17
632,1564,Orc,Warrior,70,2008-01-04,2008-12-14
633,1567,Tauren,Druid,80,2008-01-01,2008-12-31
634,1570,Orc,Shaman,70,2008-01-01,2008-12-10
635,1571,Tauren,Warrior,27,2008-07-21,2008-11-29
636,1576,Undead,Rogue,69,2008-12-07,2008-12-31
637,1577,Undead,Rogue,62,2008-01-13,2008-09-14
638,1580,Orc,Hunter,60,2008-04-02,2008-04-03
639,1581,Tauren,Warrior,74,2008-01-01,2008-12-28
640,1583,Troll,Hunter,60,2008-10-12,2008-11-07
641,1586,Undead,Warlock,62,2008-01-04,2008-10-12
642,1595,Troll,Mage,70,2008-07-03,2008-12-30
643,1596,Troll,Shaman,70,2008-02-06,2008-04-11
644,1608,Orc,Hunter,80,2008-01-01,2008-12-19
645,1610,Tauren,Warrior,70,2008-01-02,2008-06-21
646,1611,Troll,Warrior,28,2008-10-29,2008-10-29
647,1613,Orc,Hunter,24,2008-10-31,2008-12-14
648,1616,Tauren,Hunter,80,2008-01-01,2008-12-31
649,1617,Tauren,Warrior,76,2008-01-01,2008-12-31
650,1620,Undead,Rogue,70,2008-01-09,2008-12-14
651,1625,Undead,Rogue,36,2008-04-21,2008-09-30
652,1629,Troll,Hunter,35,2008-01-12,2008-05-20
653,1633,Undead,Priest,20,2008-01-07,2008-03-04
654,1638,Undead,Priest,70,2008-01-02,2008-10-26
655,1639,Undead,Rogue,80,2008-01-01,2008-12-31
656,1641,Orc,Shaman,23,2008-01-17,2008-09-28
657,1642,Orc,Hunter,78,2008-02-29,2008-12-31
658,1645,Tauren,Warrior,70,2008-01-03,2008-11-10
659,1647,Undead,Warlock,64,2008-02-06,2008-11-15
660,1652,Undead,Warlock,12,2008-01-12,2008-10-08
661,1666,Undead,Priest,70,2008-05-31,2008-11-02
662,1669,Tauren,Shaman,70,2008-01-11,2008-12-30
663,1678,Orc,Warrior,42,2008-11-22,2008-11-22
664,1679,Tauren,Druid,70,2008-01-01,2008-08-06
665,1681,Tauren,Hunter,66,2008-01-06,2008-12-28
666,1685,Orc,Shaman,1,2008-01-01,2008-06-30
667,1690,Troll,Hunter,71,2008-06-23,2008-12-31
668,1694,Troll,Warrior,60,2008-01-06,2008-01-06
669,1696,Troll,Hunter,2,2008-01-15,2008-01-15
670,1701,Undead,Warrior,70,2008-01-01,2008-12-30
671,1704,Tauren,Shaman,37,2008-01-10,2008-11-16
672,1705,Undead,Warlock,70,2008-01-01,2008-10-02
673,1706,Tauren,Warrior,72,2008-01-12,2008-12-27
674,1707,Troll,Mage,53,2008-01-26,2008-11-01
675,1709,Undead,Death Knight,55,2008-12-07,2008-12-07
676,1717,Tauren,Warrior,70,2008-01-01,2008-11-10
677,1719,Undead,Warlock,57,2008-03-17,2008-04-16
678,1720,Undead,Rogue,38,2008-04-01,2008-04-01
679,1725,Tauren,Shaman,6,2008-02-25,2008-02-25
680,1732,Troll,Hunter,17,2008-12-05,2008-12-30
681,1733,Tauren,Warrior,70,2008-01-02,2008-12-28
682,1738,Orc,Warrior,1,2008-03-05,2008-03-05
683,1744,Orc,Warrior,54,2008-11-16,2008-12-30
684,1745,Orc,Warrior,61,2008-09-11,2008-12-06
685,1748,Tauren,Hunter,61,2008-12-14,2008-12-31
686,1750,Orc,Warrior,1,2008-12-14,2008-12-17
687,1751,Orc,Rogue,1,2008-02-27,2008-12-10
688,1754,Undead,Mage,28,2008-01-05,2008-01-05
689,1756,Orc,Warrior,33,2008-08-18,2008-11-01
690,1762,Undead,Priest,57,2008-01-01,2008-01-28
691,1763,Orc,Warrior,9,2008-01-15,2008-01-28
692,1765,Troll,Hunter,47,2008-07-28,2008-07-28
693,1766,Troll,Hunter,60,2008-09-05,2008-09-05
694,1772,Troll,Warrior,2,2008-03-06,2008-03-06
695,1774,Undead,Rogue,70,2008-01-01,2008-11-21
696,1780,Blood Elf,Hunter,15,2008-04-25,2008-10-27
697,1780,Blood Elf,Warlock,8,2008-04-25,2008-10-27
698,1782,Orc,Hunter,20,2008-10-31,2008-10-31
699,1784,Undead,Priest,80,2008-01-01,2008-12-31
700,1791,Undead,Priest,48,2008-01-27,2008-01-27
701,1796,Undead,Priest,60,2008-06-01,2008-06-01
702,1797,Undead,Mage,62,2008-12-05,2008-12-09
703,1798,Undead,Rogue,70,2008-01-01,2008-12-31
704,1801,Orc,Hunter,70,2008-01-01,2008-11-24
705,1802,Tauren,Druid,1,2008-01-08,2008-09-12
706,1805,Orc,Hunter,61,2008-08-17,2008-08-18
707,1811,Tauren,Druid,60,2008-09-13,2008-09-17
708,1812,Tauren,Warrior,70,2008-01-12,2008-10-03
709,1815,Tauren,Shaman,60,2008-01-02,2008-02-23
710,1818,Orc,Warrior,40,2008-01-19,2008-11-09
711,1821,Troll,Shaman,66,2008-01-03,2008-09-28
712,1827,Tauren,Shaman,47,2008-02-08,2008-08-15
713,1834,Tauren,Druid,70,2008-01-01,2008-10-12
714,1835,Troll,Mage,80,2008-11-16,2008-12-31
715,1837,Orc,Shaman,1,2008-02-12,2008-07-23
716,1860,Tauren,Hunter,44,2008-01-26,2008-06-04
717,1863,Undead,Warlock,70,2008-01-01,2008-11-29
718,1871,Orc,Warrior,64,2008-05-13,2008-12-01
719,1872,Orc,Warrior,70,2008-01-01,2008-12-31
720,1875,Undead,Warlock,29,2008-12-25,2008-12-29
721,1878,Undead,Warrior,60,2008-06-18,2008-11-29
722,1879,Undead,Priest,62,2008-01-03,2008-03-05
723,1882,Orc,Shaman,1,2008-11-25,2008-11-25
724,1884,Undead,Warlock,60,2008-01-10,2008-12-27
725,1887,Orc,Shaman,65,2008-07-01,2008-12-07
726,1890,Troll,Hunter,72,2008-10-15,2008-12-28
727,1893,Orc,Hunter,46,2008-03-22,2008-05-14
728,1895,Undead,Warlock,15,2008-01-16,2008-05-31
729,1905,Undead,Warlock,65,2008-01-01,2008-11-25
730,1915,Undead,Mage,70,2008-02-27,2008-11-28
731,1927,Tauren,Warrior,80,2008-01-02,2008-12-31
732,1930,Undead,Warrior,26,2008-03-16,2008-06-24
733,1936,Tauren,Warrior,80,2008-01-02,2008-12-31
734,1938,Troll,Hunter,20,2008-03-25,2008-03-25
735,1943,Troll,Priest,70,2008-01-01,2008-03-23
736,1947,Troll,Shaman,70,2008-01-14,2008-03-01
737,1951,Undead,Rogue,41,2008-01-13,2008-03-29
738,1953,Orc,Rogue,54,2008-01-07,2008-11-16
739,1959,Undead,Warlock,71,2008-01-01,2008-12-31
740,1961,Undead,Priest,75,2008-01-04,2008-12-31
741,1963,Tauren,Warrior,42,2008-01-30,2008-01-31
742,1964,Troll,Shaman,9,2008-02-29,2008-12-26
743,1965,Undead,Priest,66,2008-01-01,2008-01-27
744,1966,Undead,Mage,41,2008-06-05,2008-11-12
745,1969,Tauren,Hunter,37,2008-12-15,2008-12-29
746,1974,Orc,Warlock,80,2008-01-01,2008-12-31
747,1975,Tauren,Hunter,56,2008-02-25,2008-11-19
748,1996,Orc,Hunter,70,2008-01-01,2008-12-27
749,1997,Orc,Warrior,70,2008-01-04,2008-10-09
750,2001,Undead,Warlock,70,2008-01-05,2008-12-18
751,2009,Troll,Mage,72,2008-01-01,2008-12-30
752,2021,Undead,Rogue,22,2008-03-07,2008-12-31
753,2029,Tauren,Hunter,63,2008-01-01,2008-12-31
754,2034,Troll,Hunter,70,2008-01-02,2008-02-05
755,2035,Undead,Priest,70,2008-01-01,2008-12-31
756,2036,Undead,Rogue,40,2008-09-05,2008-09-05
757,2037,Orc,Hunter,29,2008-10-19,2008-11-09
758,2039,Undead,Priest,60,2008-01-13,2008-10-14
759,2043,Tauren,Druid,14,2008-03-01,2008-03-01
760,2049,Orc,Shaman,68,2008-01-11,2008-12-27
761,2052,Troll,Priest,70,2008-01-11,2008-09-26
762,2057,Tauren,Druid,70,2008-01-01,2008-02-03
763,2058,Undead,Warlock,80,2008-01-01,2008-12-30
764,2062,Orc,Shaman,1,2008-10-09,2008-10-09
765,2063,Undead,Warlock,35,2008-05-30,2008-12-09
766,2067,Troll,Hunter,56,2008-11-25,2008-12-07
767,2073,Tauren,Hunter,46,2008-02-16,2008-11-30
768,2079,Tauren,Warrior,70,2008-01-01,2008-11-10
769,2084,Undead,Rogue,31,2008-01-27,2008-11-01
770,2085,Tauren,Druid,70,2008-01-01,2008-10-15
771,2088,Troll,Warrior,71,2008-01-01,2008-12-17
772,2091,Undead,Priest,70,2008-03-10,2008-04-23
773,2093,Orc,Warlock,44,2008-01-06,2008-12-17
774,2096,Orc,Hunter,55,2008-02-21,2008-02-21
775,2099,Troll,Hunter,61,2008-01-31,2008-01-31
776,2105,Troll,Hunter,19,2008-05-25,2008-11-30
777,2111,Tauren,Hunter,70,2008-01-01,2008-12-04
778,2113,Undead,Priest,70,2008-02-18,2008-12-25
779,2114,Undead,Rogue,3,2008-04-09,2008-04-09
780,2122,Tauren,Shaman,5,2008-03-09,2008-05-11
781,2124,Troll,Hunter,26,2008-09-22,2008-12-01
782,2129,Blood Elf,Hunter,35,2008-03-12,2008-07-13
783,2137,Tauren,Druid,70,2008-01-04,2008-01-27
784,2139,Troll,Warrior,1,2008-10-09,2008-10-09
785,2140,Tauren,Hunter,31,2008-05-31,2008-08-31
786,2145,Troll,Rogue,70,2008-01-04,2008-11-01
787,2146,Undead,Warrior,47,2008-01-04,2008-12-29
788,2150,Orc,Warrior,1,2008-01-01,2008-12-28
789,2156,Troll,Rogue,60,2008-02-24,2008-12-16
790,2158,Tauren,Hunter,70,2008-01-01,2008-11-08
791,2160,Blood Elf,Hunter,48,2008-01-30,2008-12-28
792,2165,Orc,Hunter,62,2008-11-10,2008-12-31
793,2166,Undead,Priest,70,2008-01-01,2008-12-30
794,2167,Orc,Hunter,6,2008-11-06,2008-12-24
795,2169,Troll,Rogue,60,2008-01-14,2008-03-15
796,2185,Troll,Rogue,40,2008-04-13,2008-05-25
797,2186,Tauren,Druid,21,2008-11-09,2008-11-09
798,2197,Troll,Mage,70,2008-01-04,2008-12-30
799,2198,Undead,Warlock,70,2008-01-02,2008-10-24
800,2202,Troll,Mage,70,2008-01-02,2008-11-30
801,2203,Undead,Mage,38,2008-10-12,2008-12-24
802,2205,Orc,Shaman,23,2008-01-17,2008-12-05
803,2206,Undead,Mage,7,2008-01-30,2008-11-24
804,2207,Troll,Shaman,5,2008-07-19,2008-07-19
805,2210,Troll,Rogue,59,2008-01-29,2008-05-21
806,2211,Undead,Mage,70,2008-02-02,2008-11-26
807,2212,Orc,Hunter,1,2008-01-27,2008-01-27
808,2215,Tauren,Druid,24,2008-07-09,2008-07-09
809,2220,Tauren,Shaman,31,2008-07-18,2008-09-07
810,2225,Tauren,Hunter,31,2008-01-11,2008-01-11
811,2230,Undead,Mage,60,2008-04-29,2008-04-29
812,2232,Orc,Hunter,61,2008-07-07,2008-12-06
813,2240,Undead,Mage,70,2008-01-01,2008-11-03
814,2241,Orc,Warrior,70,2008-01-01,2008-10-18
815,2244,Undead,Priest,30,2008-01-12,2008-12-31
816,2254,Troll,Rogue,72,2008-01-01,2008-12-29
817,2260,Undead,Priest,70,2008-04-07,2008-06-09
818,2262,Orc,Hunter,75,2008-11-17,2008-12-04
819,2269,Tauren,Druid,23,2008-01-01,2008-05-30
820,2274,Troll,Mage,11,2008-01-30,2008-01-31
821,2275,Undead,Warlock,2,2008-01-01,2008-05-14
822,2276,Tauren,Druid,25,2008-07-20,2008-12-26
823,2277,Troll,Mage,70,2008-01-26,2008-02-05
824,2278,Undead,Priest,7,2008-03-04,2008-10-23
825,2281,Blood Elf,Hunter,42,2008-01-12,2008-11-28
826,2288,Orc,Hunter,67,2008-01-01,2008-12-30
827,2289,Orc,Hunter,67,2008-01-01,2008-12-30
828,2293,Undead,Priest,57,2008-07-28,2008-09-28
829,2295,Undead,Priest,60,2008-09-28,2008-09-28
830,2303,Tauren,Druid,17,2008-03-07,2008-12-07
831,2304,Orc,Warrior,31,2008-01-20,2008-01-20
832,2308,Tauren,Warrior,43,2008-10-30,2008-11-26
833,2309,Troll,Hunter,70,2008-01-02,2008-11-20
834,2313,Tauren,Shaman,14,2008-11-02,2008-11-02
835,2317,Undead,Warrior,80,2008-01-01,2008-12-29
836,2340,Undead,Priest,11,2008-04-01,2008-11-01
837,2342,Tauren,Shaman,14,2008-04-17,2008-11-09
838,2345,Undead,Warrior,80,2008-01-02,2008-12-29
839,2346,Orc,Rogue,35,2008-01-01,2008-03-23
840,2348,Orc,Hunter,52,2008-02-10,2008-02-10
841,2350,Undead,Warrior,70,2008-01-01,2008-12-28
842,2356,Tauren,Shaman,60,2008-01-03,2008-02-20
843,2365,Tauren,Warrior,80,2008-07-03,2008-12-31
844,2366,Orc,Warrior,21,2008-01-06,2008-10-21
845,2377,Troll,Hunter,55,2008-01-03,2008-10-26
846,2381,Tauren,Hunter,70,2008-01-06,2008-11-11
847,2383,Tauren,Warrior,73,2008-02-23,2008-12-31
848,2388,Tauren,Druid,67,2008-05-24,2008-11-28
849,2390,Undead,Priest,60,2008-10-12,2008-10-12
850,2391,Troll,Rogue,70,2008-01-02,2008-10-21
851,2395,Undead,Warlock,35,2008-01-09,2008-03-29
852,2396,Troll,Hunter,43,2008-11-09,2008-11-10
853,2397,Undead,Warrior,10,2008-07-19,2008-07-19
854,2401,Undead,Priest,72,2008-04-19,2008-12-31
855,2402,Orc,Shaman,1,2008-11-22,2008-11-22
856,2404,Tauren,Shaman,77,2008-01-07,2008-12-31
857,2408,Tauren,Druid,17,2008-02-01,2008-09-27
858,2415,Undead,Mage,5,2008-02-08,2008-12-22
859,2416,Undead,Warlock,70,2008-01-01,2008-08-20
860,2424,Orc,Hunter,70,2008-07-05,2008-12-25
861,2436,Undead,Mage,60,2008-03-26,2008-03-26
862,2439,Troll,Mage,70,2008-06-08,2008-11-28
863,2441,Orc,Warrior,46,2008-01-04,2008-01-14
864,2447,Tauren,Shaman,80,2008-01-01,2008-12-21
865,2448,Tauren,Shaman,70,2008-01-05,2008-03-23
866,2450,Troll,Shaman,60,2008-05-26,2008-12-04
867,2460,Troll,Hunter,60,2008-02-18,2008-08-16
868,2462,Tauren,Hunter,55,2008-11-21,2008-11-21
869,2468,Orc,Warlock,1,2008-01-09,2008-01-09
870,2472,Orc,Rogue,27,2008-02-15,2008-09-16
871,2482,Tauren,Shaman,80,2008-01-05,2008-12-31
872,2484,Troll,Mage,70,2008-03-21,2008-03-21
873,2488,Undead,Mage,24,2008-04-07,2008-04-07
874,2489,Tauren,Hunter,62,2008-01-02,2008-04-01
875,2504,Tauren,Warrior,20,2008-08-08,2008-11-24
876,2511,Undead,Mage,66,2008-01-09,2008-12-08
877,2513,Orc,Warrior,38,2008-11-12,2008-12-29
878,2515,Tauren,Druid,50,2008-01-07,2008-12-09
879,2519,Orc,Shaman,73,2008-01-02,2008-12-29
880,2524,Undead,Mage,52,2008-12-15,2008-12-19
881,2528,Undead,Mage,27,2008-01-06,2008-12-31
882,2534,Undead,Rogue,64,2008-01-21,2008-12-27
883,2540,Undead,Mage,35,2008-03-23,2008-03-23
884,2548,Tauren,Shaman,80,2008-01-01,2008-12-31
885,2553,Orc,Hunter,47,2008-04-17,2008-12-17
886,2554,Orc,Hunter,70,2008-01-01,2008-12-27
887,2562,Undead,Rogue,27,2008-10-31,2008-12-15
888,2563,Undead,Warlock,70,2008-01-02,2008-12-25
889,2569,Orc,Warrior,20,2008-04-20,2008-04-20
890,2577,Undead,Priest,80,2008-01-01,2008-12-31
891,2579,Undead,Rogue,70,2008-01-01,2008-12-20
892,2580,Tauren,Hunter,41,2008-01-21,2008-01-29
893,2584,Troll,Shaman,72,2008-01-06,2008-12-29
894,2591,Tauren,Druid,48,2008-02-09,2008-02-09
895,2592,Troll,Mage,60,2008-08-17,2008-08-17
896,2597,Undead,Priest,1,2008-01-01,2008-05-13
897,2601,Troll,Rogue,2,2008-10-12,2008-11-18
898,2603,Orc,Warlock,77,2008-06-23,2008-12-25
899,2608,Troll,Priest,16,2008-02-01,2008-03-25
900,2611,Undead,Rogue,5,2008-01-08,2008-02-07
901,2612,Tauren,Shaman,7,2008-07-02,2008-09-19
902,2612,Tauren,Warrior,2,2008-07-02,2008-09-19
903,2612,Undead,Warlock,12,2008-07-02,2008-09-19
904,2613,Troll,Hunter,71,2008-02-23,2008-12-30
905,2616,Orc,Warrior,16,2008-10-05,2008-10-05
906,2622,Undead,Priest,60,2008-01-01,2008-07-19
907,2625,Troll,Priest,22,2008-01-26,2008-10-22
908,2633,Undead,Warrior,70,2008-01-10,2008-12-20
909,2635,Troll,Shaman,74,2008-03-22,2008-12-31
910,2636,Orc,Shaman,46,2008-12-29,2008-12-29
911,2658,Undead,Rogue,70,2008-01-01,2008-12-27
912,2660,Tauren,Shaman,60,2008-03-10,2008-03-28
913,2663,Orc,Warrior,80,2008-01-01,2008-12-31
914,2667,Troll,Priest,12,2008-01-07,2008-12-30
915,2674,Troll,Mage,16,2008-02-03,2008-02-03
916,2675,Tauren,Shaman,16,2008-01-31,2008-11-28
917,2680,Orc,Shaman,22,2008-01-03,2008-01-06
918,2692,Troll,Hunter,80,2008-06-08,2008-12-31
919,2695,Orc,Warlock,70,2008-01-01,2008-08-12
920,2715,Blood Elf,Warlock,70,2008-01-01,2008-12-26
921,2717,Orc,Rogue,60,2008-09-27,2008-10-09
922,2736,Undead,Warlock,70,2008-01-01,2008-09-28
923,2743,Tauren,Druid,8,2008-04-28,2008-04-29
924,2750,Undead,Rogue,18,2008-01-19,2008-01-19
925,2758,Tauren,Shaman,43,2008-02-22,2008-02-22
926,2762,Troll,Priest,13,2008-05-10,2008-10-30
927,2763,Undead,Mage,71,2008-01-01,2008-12-29
928,2774,Tauren,Hunter,60,2008-02-14,2008-02-14
929,2776,Blood Elf,Rogue,61,2008-01-05,2008-12-28
930,2776,Undead,Rogue,14,2008-01-05,2008-12-28
931,2780,Tauren,Druid,70,2008-01-01,2008-12-22
932,2786,Undead,Priest,70,2008-01-11,2008-04-15
933,2791,Undead,Rogue,2,2008-09-22,2008-09-22
934,2792,Undead,Warlock,61,2008-06-01,2008-07-27
935,2796,Orc,Hunter,74,2008-01-01,2008-12-31
936,2800,Troll,Rogue,7,2008-03-17,2008-03-25
937,2808,Orc,Hunter,80,2008-01-01,2008-12-30
938,2812,Troll,Rogue,1,2008-11-02,2008-12-28
939,2818,Troll,Hunter,49,2008-07-03,2008-07-16
940,2828,Tauren,Druid,70,2008-01-01,2008-12-31
941,2830,Undead,Rogue,30,2008-10-12,2008-10-12
942,2834,Troll,Priest,43,2008-04-15,2008-11-18
943,2843,Tauren,Druid,63,2008-01-21,2008-12-27
944,2850,Tauren,Druid,25,2008-01-13,2008-01-13
